GEO_ID,FIPS,Census_Tract_Name,Total population,Area_km2,Population Density
1400000U,06037183103,1831.03,4424,0.6578717943928333,6724.714507760624
1400000U,06037183104,1831.04,1940,0.666811820408527,2909.366541840013
1400000U,06037183220,1832.2,2954,0.5352340419506733,5519.080941178697
1400000U,06037183221,1832.21,3192,0.7067555244819105,4516.413228378945
1400000U,06037183222,1832.22,3459,0.9286841748726554,3724.624682523863
1400000U,06037183300,1833,3140,0.5413065852278375,5800.779236185285
1400000U,06037183401,1834.01,2592,0.48533312341784635,5340.661650592564
1400000U,06037183402,1834.02,3175,0.5134581268942641,6183.561684386047
1400000U,06037183510,1835.1,2432,0.5004413757334526,4859.710083794796
1400000U,06037183520,1835.2,3492,0.42770662502984796,8164.4748891984245
1400000U,06037183610,1836.1,2826,0.37864298747787856,7463.494884254534
1400000U,06037183620,1836.2,3067,0.5174695021401108,5926.919339817586
1400000U,06037183701,1837.01,3445,0.5508790514934484,6253.641322283919
1400000U,06037183702,1837.02,3007,0.8924493161266102,3369.3790175680997
1400000U,06037183810,1838.1,4139,0.4549330428481027,9098.042151627065
1400000U,06037183820,1838.2,3573,0.3086529547577387,11576.108198298129
1400000U,06037185101,1851.01,2408,0.8151064013672933,2954.215542855167
1400000U,06037185102,1851.02,3503,1.462936395004563,2394.4991812094972
1400000U,06037185202,1852.02,4099,1.2057377693702254,3399.578336291952
1400000U,06037185203,1852.03,2497,0.5481052912456381,4555.694024272698
1400000U,06037185204,1852.04,1888,0.9636398757079201,1959.2381423745214
1400000U,06037185310,1853.1,2871,0.42108295032510196,6818.134046470918
1400000U,06037185320,1853.2,2871,0.5561623313829458,5162.1619048902685
1400000U,06037186100,1861,4633,1.3470743627782098,3439.3053034168715
1400000U,06037186201,1862.01,3374,0.5220202349150708,6463.350985903693
1400000U,06037186202,1862.02,1808,0.4082586204980189,4428.5653975768855
1400000U,06037186203,1862.03,2753,0.842699503285676,3266.882191417087
1400000U,06037186301,1863.01,2729,1.1605019081621952,2351.5687314308034
1400000U,06037186302,1863.02,4719,1.6852614607697636,2800.158972272789
1400000U,06037186401,1864.01,2948,0.9635141431155586,3059.633344319714
1400000U,06037186403,1864.03,2533,0.5456387384702978,4642.26569964824
1400000U,06037186404,1864.04,2528,0.40114781664431687,6301.916388694907
1400000U,06037187101,1871.01,3114,0.7881427419755695,3951.060936239043
1400000U,06037187102,1871.02,4494,2.1907061522026146,2051.393335195399
1400000U,06037187200,1872,2908,0.9513441070854226,3056.7278215545684
1400000U,06037187300,1873,3820,1.168843156139467,3268.1887043056745
1400000U,06037188100,1881,3756,2.1083424071572665,1781.4943091071784
1400000U,06037188201,1882.01,2839,0.7762168059662578,3657.483293557305
1400000U,06037188202,1882.02,3043,0.7597269191017211,4005.3865717933945
1400000U,06037188300,1883,3228,0.9228666192269528,3497.796900167396
1400000U,06037189101,1891.01,2461,0.3952334532850054,6226.699636746986
1400000U,06037189102,1891.02,3797,0.6344590031302911,5984.626242619897
1400000U,06037189201,1892.01,2779,0.325701783810612,8532.345041180137
1400000U,06037189202,1892.02,3167,1.0346082786645898,3061.061916194768
1400000U,06037189300,1893,2754,1.9070346015888224,1444.1269171023634
1400000U,06037189400,1894,3011,1.4468235813791297,2081.1106749655537
1400000U,06037189501,1895.01,2214,0.342951468780098,6455.723918825454
1400000U,06037189502,1895.02,1842,0.24929763417065443,7388.758445814515
1400000U,06037189600,1896,3658,1.070641407781087,3416.6434937176905
1400000U,06037189702,1897.02,2393,1.4585867052926764,1640.6292415230992
1400000U,06037189703,1897.03,1993,3.3841535651584214,588.9212654292484
1400000U,06037189704,1897.04,2099,0.9733964189200064,2156.3670866273196
1400000U,06037189801,1898.01,2192,0.41073880190719314,5336.724920610945
1400000U,06037189802,1898.02,1979,0.3190006252031948,6203.749596852453
1400000U,06037189903,1899.03,2191,0.08396782854966035,26093.326906794977
1400000U,06037189904,1899.04,2432,0.15959943889033343,15238.14881123182
1400000U,06037189905,1899.05,2421,0.25836575341786533,9370.436940550782
1400000U,06037189906,1899.06,2491,0.20277551435555707,12284.520682473289
1400000U,06037189907,1899.07,2543,0.16225354967892233,15673.000714204716
1400000U,06037190101,1901.01,1599,0.22437029353672688,7126.611882505122
1400000U,06037190102,1901.02,2249,0.37623612745351814,5977.629036376501
1400000U,06037190201,1902.01,3673,0.2268518834342651,16191.181419326085
1400000U,06037190202,1902.02,2720,0.21137612476296225,12868.056896445685
1400000U,06037190302,1903.02,2711,0.23983504337303446,11303.602517265865
1400000U,06037190303,1903.03,2544,0.1635257928449894,15557.17881405735
1400000U,06037190401,1904.01,2784,0.16692928254454195,16677.72099396127
1400000U,06037190402,1904.02,2419,0.157145059312743,15393.420643189394
1400000U,06037190510,1905.1,3884,0.3183901002027493,12198.871753633945
1400000U,06037190520,1905.2,3462,0.24396010025193493,14190.845127645178
1400000U,06037190701,1907.01,1643,0.44250716480076624,3712.9342317875053
1400000U,06037190702,1907.02,1412,0.20000702178837326,7059.752139572541
1400000U,06037190801,1908.01,3073,0.32419225598852797,9478.943260473015
1400000U,06037190802,1908.02,2973,0.48675825687205565,6107.754635955673
1400000U,06037190901,1909.01,3420,0.4901987776933365,6976.761582501371
1400000U,06037190902,1909.02,3925,0.48698992709892014,8059.71495833985
1400000U,06037191000,1910,5335,0.6487018848067417,8224.116693586266
1400000U,06037191110,1911.1,3808,0.2727502180116531,13961.492048513432
1400000U,06037191120,1911.2,3776,0.37965786127800266,9945.796953312767
1400000U,06037191201,1912.01,5722,0.5722869014604405,9998.481505339041
1400000U,06037191203,1912.03,2010,0.2052080497363413,9794.937394427365
1400000U,06037191204,1912.04,1532,0.20108581364980355,7618.637894904014
1400000U,06037191301,1913.01,2077,0.27353576238259053,7593.157040631967
1400000U,06037191302,1913.02,1825,0.42247768893704074,4319.754741585818
1400000U,06037191410,1914.1,3363,0.31138564713467576,10800.11243596429
1400000U,06037191420,1914.2,3065,0.22717869333579227,13491.582132967158
1400000U,06037191500,1915,5491,0.64138448231254,8561.16752342052
1400000U,06037191610,1916.1,3653,0.4179266022876664,8740.769264277593
1400000U,06037191620,1916.2,2773,0.22884927525277232,12117.14564941104
1400000U,06037191710,1917.1,2569,0.7086311191081155,3625.2994410312494
1400000U,06037191720,1917.2,3408,0.264327737980017,12893.085024083406
1400000U,06037191810,1918.1,2780,0.40424728133322496,6876.978840355933
1400000U,06037191820,1918.2,3777,0.4047357458766434,9332.01487261559
1400000U,06037191901,1919.01,4309,0.7731674023295158,5573.178572993627
1400000U,06037191902,1919.02,2813,0.7262996736499939,3873.056951634531
1400000U,06037192001,1920.01,2167,0.5307784209158768,4082.682932476353
1400000U,06037192002,1920.02,2611,0.8583257232861106,3041.9687178938952
1400000U,06037192300,1923,2642,0.8794936518516682,3004.001216424458
1400000U,06037192410,1924.1,4285,0.6839003525995478,6265.532666729076
1400000U,06037192420,1924.2,3360,0.32490338074799485,10341.53597375498
1400000U,06037192510,1925.1,3991,0.3407472996161476,11712.491939028918
1400000U,06037192520,1925.2,4884,0.3078041588792433,15867.232001618519
1400000U,06037192610,1926.1,4106,0.4154065611947828,9884.292602866977
1400000U,06037192620,1926.2,3362,0.24355918078566802,13803.62665515187
1400000U,06037192700,1927,3070,0.5312095839873778,5779.263199575381
1400000U,06037194101,1941.01,3273,2.542754451319498,1287.1868136152743
1400000U,06037194102,1941.02,2504,3.5035289058609655,714.7079608251901
1400000U,06037194200,1942,3378,2.603217066267898,1297.6251745471495
1400000U,06037194300,1943,2887,2.4710940341828,1168.308433456577
1400000U,06037194401,1944.01,2613,0.4657572297214245,5610.218872099676
1400000U,06037194402,1944.02,3071,0.5891653078053865,5212.458981061416
1400000U,06037194500,1945,2116,0.6853396347765394,3087.5202492701874
1400000U,06037195100,1951,4976,1.895363597383847,2625.353787984705
1400000U,06037195201,1952.01,2813,0.6008240485332055,4681.903140973451
1400000U,06037195202,1952.02,3349,0.8779828851282628,3814.4251519330596
1400000U,06037195300,1953,2976,0.5803512349221356,5127.929124505582
1400000U,06037195400,1954,4348,1.0303473729038348,4219.936027735969
1400000U,06037195500,1955,5138,1.2152111162462917,4228.071922079637
1400000U,06037195600,1956,2821,0.5275811830384721,5347.044380455639
1400000U,06037195710,1957.1,4274,0.4834101890326363,8841.352741349545
1400000U,06037195720,1957.2,1694,0.28898101515403607,5861.976777599193
1400000U,06037195802,1958.02,2865,0.40252328475640325,7117.600666838005
1400000U,06037195803,1958.03,2328,0.3773929931242112,6168.635990636388
1400000U,06037195804,1958.04,2555,0.3358563256482616,7607.419616314809
1400000U,06037195901,1959.01,2566,0.2908792376261669,8821.530271259098
1400000U,06037195902,1959.02,1847,0.3476981036124092,5312.079590916933
1400000U,06037195903,1959.03,1970,0.23807826225731119,8274.589966012334
1400000U,06037197200,1972,3639,0.7771024879474294,4682.780014785098
1400000U,06037197300,1973,3734,0.6542473702914937,5707.321373468191
1400000U,06037197410,1974.1,3805,1.3933070610316958,2730.912737341996
1400000U,06037197420,1974.2,3621,0.6155772074185184,5882.284068289351
1400000U,06037197500,1975,3992,0.6404738375562908,6232.885351307024
1400000U,06037197600,1976,2080,0.38830411957942157,5356.626147188141
1400000U,06037197700,1977,4780,0.7017696820048948,6811.351533944808
1400000U,06037199001,1990.01,2307,0.2498521365147998,9233.46116699445
1400000U,06037199002,1990.02,2866,1.345183251082245,2130.564737327949
1400000U,06037199110,1991.1,2369,0.9019710126223965,2626.4702156140847
1400000U,06037199120,1991.2,3704,0.9618777829208788,3850.80107449023
1400000U,06037199201,1992.01,3592,0.39519117116340546,9089.27188182239
1400000U,06037199202,1992.02,2450,0.9544244500993571,2566.9920754282343
1400000U,06037199300,1993,3839,2.591326041935718,1481.4808857986357
1400000U,06037199400,1994,4373,0.6971081690966678,6273.058032968765
1400000U,06037199700,1997,2936,0.9705828945267242,3024.9863422862536
1400000U,06037199801,1998.01,3842,0.34503635597873755,11135.058475509632
1400000U,06037199802,1998.02,1975,0.30622327727359394,6449.542365244312
1400000U,06037199900,1999,2295,0.4430141221831146,5180.421763284984
1400000U,06037201110,2011.1,2279,1.0139116568252722,2247.730346779849
1400000U,06037201120,2011.2,3843,0.792264105833938,4850.655194021259
1400000U,06037201200,2012,2677,0.4408688785044977,6072.100187885432
1400000U,06037201301,2013.01,3403,0.8661880372323115,3928.708148490991
1400000U,06037201302,2013.02,4083,0.991724245100745,4117.071877762982
1400000U,06037201401,2014.01,4177,1.3081865843519522,3192.969603849895
1400000U,06037201402,2014.02,4113,1.9412342381410521,2118.755129694526
1400000U,06037201501,2015.01,5468,0.8887488006108482,6152.469624984895
1400000U,06037201503,2015.03,3133,0.43936174793910693,7130.798287961601
1400000U,06037201504,2015.04,2063,0.36834175741490743,5600.776883073281
1400000U,06037201601,2016.01,2310,0.5404115297315393,4274.520199721758
1400000U,06037201602,2016.02,2766,1.065768116149272,2595.31126713927
1400000U,06037201700,2017,5128,1.6947529014143725,3025.8098367734774
1400000U,06037203100,2031,4302,0.6574450684231083,6543.512464575041
1400000U,06037203200,2032,4995,0.5159818684951377,9680.572719673133
1400000U,06037203300,2033,2105,1.491864517144239,1410.9860351323582
1400000U,06037203500,2035,2831,1.6596171925835606,1705.8150594312194
1400000U,06037203601,2036.01,2664,0.32999027606305836,8072.965154557864
1400000U,06037203602,2036.02,1964,0.2234137774883327,8790.863401889195
1400000U,06037203710,2037.1,3457,0.2820730220567297,12255.691716965186
1400000U,06037203720,2037.2,3556,0.32104104395748245,11076.465352109135
1400000U,06037203800,2038,4817,0.48739189501810026,9883.217282103371
1400000U,06037203900,2039,2839,0.4484800314719754,6330.270693841145
1400000U,06037204110,2041.1,2863,0.6037864412295973,4741.742782712321
1400000U,06037204120,2041.2,2480,0.26340250906688484,9415.248202401377
1400000U,06037204200,2042,3317,0.3012025372324882,11012.523435151938
1400000U,06037204300,2043,4873,0.6434839900747228,7572.837980684083
1400000U,06037204410,2044.1,2467,0.296875937577239,8309.86849299012
1400000U,06037204420,2044.2,3101,0.3020557484298623,10266.316784631746
1400000U,06037204600,2046,3954,0.5824739963302216,6788.28587183549
1400000U,06037204700,2047,4524,1.0110577906600708,4474.521676002812
1400000U,06037204810,2048.1,4932,0.7700874815756142,6404.467178078301
1400000U,06037204820,2048.2,2066,0.32014126620716976,6453.401101571987
1400000U,06037204910,2049.1,3356,0.5183383830347991,6474.534994593854
1400000U,06037204920,2049.2,2459,0.9099752923263089,2702.271172345441
1400000U,06037205110,2051.1,3690,0.2869607563878517,12858.901148882718
1400000U,06037205120,2051.2,3409,1.4661303992953731,2325.16834903524
1400000U,06037206010,2060.1,3490,1.438691052142966,2425.8161575423424
1400000U,06037206020,2060.2,8179,0.8735364658322113,9363.089372815055
1400000U,06037206050,2060.5,2290,1.7846833579432977,1283.1407822612514
1400000U,06037206051,2060.51,1535,3.730781244318403,411.4419740738344
1400000U,06037206052,2060.52,3153,0.9244033323374645,3410.848803440877
1400000U,06037206053,2060.53,3057,0.5882072641787419,5197.147648742828
1400000U,06037206054,2060.54,2456,0.4187447387513565,5865.148317620609
1400000U,06037206201,2062.01,2127,0.20083539465290098,10590.76266748719
1400000U,06037206202,2062.02,1711,0.37789192782673475,4527.74953368282
1400000U,06037206301,2063.01,1991,0.1354454162236464,14699.648430423638
1400000U,06037206302,2063.02,1904,0.046422154605396705,41014.89937691636
1400000U,06037206303,2063.03,2430,0.4347889645817508,5588.918298185329
1400000U,06037207101,2071.01,3852,0.30018460641591826,12832.103704421452
1400000U,06037207102,2071.02,3340,0.4150451894592822,8047.31649667191
1400000U,06037207103,2071.03,2112,0.32412848658081295,6515.934536575908
1400000U,06037207303,2073.03,2359,0.17701648975256618,13326.442091905747
1400000U,06037207304,2073.04,2358,0.050317547779221254,46862.37911168122
1400000U,06037207305,2073.05,959,0.20277308987546283,4729.424405324144
1400000U,06037207306,2073.06,2225,0.16137498891558624,13787.762372295974
1400000U,06037207307,2073.07,1439,0.048861203650915154,29450.76855414404
1400000U,06037207308,2073.08,1229,0.0459144891967123,26767.149575258747
1400000U,06037207400,2074,2273,0.8694138229816223,2614.405177277756
1400000U,06037207501,2075.01,2106,0.1343261265953781,15678.260464874176
1400000U,06037207502,2075.02,3906,0.41838124627660916,9335.982515376852
1400000U,06037207711,2077.11,2627,0.6939472831512477,3785.5901504083536
1400000U,06037207712,2077.12,4927,0.40727565763391943,12097.457600642178
1400000U,06037207901,2079.01,3801,0.20328300598402357,18698.070611464336
1400000U,06037207902,2079.02,7354,0.6997770971328722,10509.060713948513
1400000U,06037208001,2080.01,2581,0.5759769526769772,4481.0820780315
1400000U,06037208002,2080.02,4041,0.39518327047394325,10225.635298664412
1400000U,06037208301,2083.01,1693,0.09295427330095972,18213.256259005368
1400000U,06037208302,2083.02,4715,0.43996899021404684,10716.664366973073
1400000U,06037208401,2084.01,3852,0.22967466048334478,16771.549773464598
1400000U,06037208402,2084.02,2516,0.3407491268095739,7383.731320333082
1400000U,06037208501,2085.01,2458,0.24321818287002442,10106.15230734436
1400000U,06037208502,2085.02,3801,0.26104325653061583,14560.805172740438
1400000U,06037208610,2086.1,4277,0.35012997201517565,12215.463804437235
1400000U,06037208620,2086.2,4000,0.3243312295697713,12333.07074778473
1400000U,06037208710,2087.1,4895,0.1703793295076563,28730.01093586317
1400000U,06037208720,2087.2,3406,0.16473510697806074,20675.61713152988
1400000U,06037208801,2088.01,3368,0.26845556665802695,12545.837815649911
1400000U,06037208802,2088.02,2772,0.21149420390550963,13106.742165087706
1400000U,06037208902,2089.02,2399,0.1840503889524932,13034.47394843173
1400000U,06037208903,2089.03,3819,0.15928735275081934,23975.538133113685
1400000U,06037208904,2089.04,3590,0.11210440069092945,32023.72054864812
1400000U,06037209103,2091.03,3226,0.12401623965778205,26012.722276550398
1400000U,06037209104,2091.04,2567,0.06995788058011046,36693.507274858996
1400000U,06037209105,2091.05,3153,0.08322672735434684,37884.46452514899
1400000U,06037209106,2091.06,2101,0.22162389457760068,9480.024723887991
1400000U,06037209201,2092.01,3298,0.16817958732566923,19609.989847422028
1400000U,06037209202,2092.02,1410,0.2430178993489917,5802.04175814694
1400000U,06037209300,2093,4934,0.3063155584629538,16107.572285123495
1400000U,06037209401,2094.01,3689,0.21566739957119224,17105.042335256858
1400000U,06037209402,2094.02,4102,0.1362303247256693,30110.77018468765
1400000U,06037209403,2094.03,4721,0.13819815781550557,34161.09212036336
1400000U,06037209510,2095.1,2656,0.1824850761178524,14554.614856749731
1400000U,06037209520,2095.2,2373,0.2311751487802418,10264.944188511394
1400000U,06037209810,2098.1,2678,0.14982983400911692,17873.609870228167
1400000U,06037209820,2098.2,2498,0.1791065982614457,13947.001530081077
1400000U,06037210010,2100.1,3192,0.4089743399940107,7804.89064435374
1400000U,06037211000,2110,5313,2.6567676456691696,1999.798517819497
1400000U,06037211121,2111.21,2318,0.21392626183207802,10835.509301889826
1400000U,06037211122,2111.22,2645,0.3655562358382114,7235.5488449953
1400000U,06037211123,2111.23,1816,0.17203286336293458,10556.122618088488
1400000U,06037211124,2111.24,4287,0.39504161598606746,10852.021221357085
1400000U,06037211201,2112.01,2694,0.13936830857274127,19330.07602366004
1400000U,06037211202,2112.02,2254,0.17916739323368003,12580.414099457308
1400000U,06037211310,2113.1,3484,0.14393851091213547,24204.780068391436
1400000U,06037211320,2113.2,3253,0.18627217553366604,17463.692527776737
1400000U,06037211410,2114.1,2913,0.27079409293567963,10757.250900195635
1400000U,06037211420,2114.2,3495,0.38108413979355654,9171.202983921963
1400000U,06037211500,2115,3857,0.9090388101656773,4242.9431580561895
1400000U,06037211701,2117.01,2781,0.6515161692140446,4268.504960291092
1400000U,06037211703,2117.03,4564,0.1841080929042626,24789.7847835147
1400000U,06037211704,2117.04,2668,0.18494575756854512,14425.851314870948
1400000U,06037211802,2118.02,4448,0.3254168675175597,13668.621525157982
1400000U,06037211803,2118.03,3635,0.13952776744008927,26052.161993925718
1400000U,06037211804,2118.04,3194,0.18595901641274554,17175.82756466486
1400000U,06037211910,2119.1,3951,0.1379654114579224,28637.612559906014
1400000U,06037211921,2119.21,2001,0.09266519877021565,21593.867239867825
1400000U,06037211922,2119.22,3353,0.0928937977036267,36094.98247340031
1400000U,06037212101,2121.01,2741,0.1857750791930649,14754.400923449173
1400000U,06037212102,2121.02,2955,0.13865951687780145,21311.194979888736
1400000U,06037212202,2122.02,3676,0.2064708298922501,17803.967765898822
1400000U,06037212203,2122.03,2946,0.10631203497820235,27710.8795876594
1400000U,06037212204,2122.04,3720,0.21318534380780857,17449.60480657462
1400000U,06037212303,2123.03,3838,0.15564847150493896,24658.128428059856
1400000U,06037212304,2123.04,1781,0.20567585158688798,8659.256720021966
1400000U,06037212305,2123.05,2711,0.10805856446950753,25088.247408330164
1400000U,06037212306,2123.06,2816,0.16192588385284276,17390.67240515521
1400000U,06037212410,2124.1,4226,0.15718995372766292,26884.66978825945
1400000U,06037212420,2124.2,2661,0.14345442823933827,18549.44481435183
1400000U,06037212501,2125.01,1890,0.07959640463290835,23744.79109598624
1400000U,06037212502,2125.02,3282,0.28508367497915793,11512.4094714997
1400000U,06037212610,2126.1,4211,0.3571562931465992,11790.35643723501
1400000U,06037212620,2126.2,3818,0.28861916892410056,13228.50458697023
1400000U,06037212701,2127.01,2317,0.46961921022288095,4933.784541949111
1400000U,06037212702,2127.02,3389,0.8806179998749399,3848.4337141431192
1400000U,06037212800,2128,3386,0.7812735897159007,4333.949137115043
1400000U,06037212900,2129,3684,0.37362065476095246,9860.268572028152
1400000U,06037213100,2131,2790,0.5370431654393023,5195.113129719796
1400000U,06037213201,2132.01,4079,0.33494311218906625,12178.18743410229
1400000U,06037213202,2132.02,3675,0.33792160317569603,10875.303518518325
1400000U,06037213310,2133.1,2519,0.3120898723219231,8071.392965298253
1400000U,06037213320,2133.2,2471,0.3114406439205623,7934.096105421187
1400000U,06037213401,2134.01,4573,0.1960993385940357,23319.813482221947
1400000U,06037213402,2134.02,4477,0.3918461741253702,11425.401842937466
1400000U,06037214000,2140,3950,1.0115352055674445,3904.955535170083
1400000U,06037214100,2141,3787,1.1082769208455148,3417.016026202966
1400000U,06037214400,2144,3008,0.34424866752760425,8737.869696354883
1400000U,06037214501,2145.01,3477,0.7523460647793484,4621.543413029948
1400000U,06037214503,2145.03,3513,0.23231333405825072,15121.81818680775
1400000U,06037214504,2145.04,3609,0.1338116142644535,26970.753023481877
1400000U,06037214505,2145.05,1581,0.12437679298839545,12711.374541933315
1400000U,06037214600,2146,2266,0.5811855334395545,3898.9270544802243
1400000U,06037214700,2147,2517,0.5933397361858772,4242.089053701086
1400000U,06037214800,2148,2880,0.5770690630127084,4990.737131123204
1400000U,06037214902,2149.02,2569,0.5071923797267862,5065.139191136637
1400000U,06037214903,2149.03,1568,0.1364758421886978,11489.212851546363
1400000U,06037214904,2149.04,1459,0.1762000800919046,8280.359459762996
1400000U,06037215101,2151.01,3024,0.3549543074373681,8519.40640425553
1400000U,06037215102,2151.02,3322,0.2577430273316144,12888.806476715608
1400000U,06037216100,2161,2393,0.6750294556977235,3545.030486894159
1400000U,06037216201,2162.01,2591,0.4618745960890313,5609.747801545155
1400000U,06037216202,2162.02,2525,0.5025451846031558,5024.42382766818
1400000U,06037216301,2163.01,1414,0.5638794565877508,2507.6281525783047
1400000U,06037216302,2163.02,3158,0.7089850512301815,4454.254704694349
1400000U,06037216401,2164.01,3660,0.41151479624577425,8893.96938673887
1400000U,06037216402,2164.02,2663,0.22944204797977724,11606.416624361345
1400000U,06037216700,2167,3441,0.7779499252578083,4423.163867339755
1400000U,06037216800,2168,3333,0.7398333673942851,4505.068501761314
1400000U,06037216901,2169.01,2799,0.7031711675999446,3980.5386354982575
1400000U,06037216902,2169.02,2201,0.3913849478568766,5623.619436700646
1400000U,06037217001,2170.01,2777,0.5485355633110572,5062.570571062957
1400000U,06037217002,2170.02,4952,0.7713372149787829,6420.019550251071
1400000U,06037217101,2171.01,2674,0.3959201274634459,6753.887500318817
1400000U,06037217102,2171.02,2773,0.5019145125796437,5524.845228618451
1400000U,06037217200,2172,3976,0.9190631562155117,4326.14447996397
1400000U,06037218110,2181.1,3167,0.598606963330119,5290.616705127546
1400000U,06037218120,2181.2,3571,0.44521260335389556,8020.887039357786
1400000U,06037218210,2182.1,4124,0.3884815197197001,10615.691585472528
1400000U,06037218220,2182.2,4042,0.6727760810458435,6007.942484692132
1400000U,06037218300,2183,4811,0.9008061879419613,5340.771482699863
1400000U,06037218400,2184,3996,0.656665475699573,6085.290224437176
1400000U,06037218500,2185,2739,0.5232564629967158,5234.526840459095
1400000U,06037218600,2186,3129,0.43062673255492956,7266.153639453569
1400000U,06037218701,2187.01,1880,0.5499031808079818,3418.7836434000706
1400000U,06037218702,2187.02,2705,0.3596704991571742,7520.772502439597
1400000U,06037218800,2188,2732,0.41164374578239527,6636.806772825842
1400000U,06037218900,2189,5444,0.7034044547664294,7739.5017377416525
1400000U,06037219010,2190.1,3214,0.44085531874962314,7290.37365164543
1400000U,06037219020,2190.2,4326,0.7264953793944775,5954.614609669855
1400000U,06037219300,2193,3772,0.6518109501439069,5786.954022738061
1400000U,06037219500,2195,1965,0.557589528762873,3524.097743298294
1400000U,06037219700,2197,4198,1.0924888874930507,3842.6020145918446
1400000U,06037219800,2198,3033,0.44613275833519395,6798.424781264794
1400000U,06037219901,2199.01,5206,0.524889670366047,9918.27481834315
1400000U,06037219902,2199.02,3509,0.8008164299892515,4381.778231057394
1400000U,06037220000,2200,4505,0.9717910425282048,4635.770245710254
1400000U,06037220100,2201,2463,0.9813612631690057,2509.779112379569
1400000U,06037221110,2211.1,3037,0.234230202398253,12965.877025697568
1400000U,06037221120,2211.2,2946,0.31750256459770804,9278.665209311719
1400000U,06037221210,2212.1,2945,0.35879084049539606,8208.12481147436
1400000U,06037221220,2212.2,2752,0.6593995595950105,4173.493839896134
1400000U,06037221302,2213.02,3259,0.4621449573894429,7051.8999458728
1400000U,06037221303,2213.03,2531,0.23396645225628396,10817.790224162454
1400000U,06037221304,2213.04,3707,0.22725108560482654,16312.353316745906
1400000U,06037221401,2214.01,2965,0.5423101508200976,5467.351100687012
1400000U,06037221402,2214.02,2965,0.5323143871628485,5570.0166508799075
1400000U,06037221500,2215,3527,0.38072176866114615,9263.983019418929
1400000U,06037221601,2216.01,3264,0.3698968381060132,8824.08191622479
1400000U,06037221602,2216.02,2223,0.52279316446063,4252.159651500967
1400000U,06037221710,2217.1,2658,0.32798176575489296,8104.109061923808
1400000U,06037221810,2218.1,2433,0.3043357013033524,7994.4613450883335
1400000U,06037221820,2218.2,2529,0.20426299714245494,12381.097092373768
1400000U,06037221900,2219,4572,0.410025775640224,11150.518507918607
1400000U,06037222001,2220.01,2837,0.4742980977955522,5981.470330970837
1400000U,06037222002,2220.02,4719,0.6557047711040895,7196.836454390973
1400000U,06037222100,2221,4086,0.4789365042351271,8531.402312975575
1400000U,06037222200,2222,3642,0.48186968476183634,7558.060021559678
1400000U,06037222500,2225,4194,0.6524632807629984,6427.947937691583
1400000U,06037222600,2226,5268,0.6519380824436338,8080.521972660598
1400000U,06037222700,2227,4316,0.8218783095989479,5251.385697362033
1400000U,06037224010,2240.1,2974,0.8303974526488604,3581.4175374856036
1400000U,06037224020,2240.2,2816,1.2323358499682848,2285.091357256605
1400000U,06037224200,2242,2174,0.36819623736254287,5904.460120431323
1400000U,06037224310,2243.1,1779,0.18079429354170767,9839.912339874822
1400000U,06037224320,2243.2,3593,0.29077228032038294,12356.748710850665
1400000U,06037224410,2244.1,2783,0.45327206556211075,6139.8003791580495
1400000U,06037224420,2244.2,2168,0.3586598424619888,6044.724675943523
1400000U,06037224600,2246,3078,0.7189261380776848,4281.385579094638
1400000U,06037224701,2247.01,2463,0.2354887285592193,10459.099316851674
1400000U,06037224702,2247.02,2508,0.39556746696240536,6340.258513317931
1400000U,06037226001,2260.01,2027,1.0347656567329293,1958.897637171161
1400000U,06037226002,2260.02,1873,2.568345674515192,729.2632057223187
1400000U,06037226410,2264.1,3561,0.28248377455282514,12606.033764725431
1400000U,06037226420,2264.2,5225,0.4269397525335559,12238.260712415937
1400000U,06037226701,2267.01,2518,0.37610648303353555,6694.9125143782285
1400000U,06037226702,2267.02,3993,0.4066182806068154,9820.020865862352
1400000U,06037227010,2270.1,4279,0.5791970251192823,7387.814188304515
1400000U,06037227020,2270.2,3506,0.4401206125936278,7965.998182496307
1400000U,06037228100,2281,4392,1.00333048883801,4377.421048060166
1400000U,06037228210,2282.1,3801,0.41103286934246835,9247.435627424351
1400000U,06037228220,2282.2,4470,0.3662147036853891,12205.954471560832
1400000U,06037228310,2283.1,4493,0.5463179773477783,8224.148181636387
1400000U,06037228320,2283.2,3420,0.3370388159398192,10147.199189694122
1400000U,06037228410,2284.1,3096,0.2777137643937138,11148.169075303058
1400000U,06037228420,2284.2,2893,0.27739165900107704,10429.297010652966
1400000U,06037228500,2285,4836,0.44889471588633895,10773.127481466021
1400000U,06037228600,2286,4734,0.5269637062616509,8983.540884786187
1400000U,06037228710,2287.1,4104,0.40478857861968054,10138.625980986279
1400000U,06037228720,2287.2,4909,0.4041521039821842,12146.417033663143
1400000U,06037228800,2288,5375,0.8444827894302034,6364.842560766296
1400000U,06037228900,2289,3187,0.5155134965106065,6182.185377438374
1400000U,06037229100,2291,4572,0.4750498848644107,9624.25241152294
1400000U,06037229200,2292,4550,0.44567565532828807,10209.218173804973
1400000U,06037229300,2293,5742,0.502930730401099,11417.079237573374
1400000U,06037229410,2294.1,3897,0.5424252432837008,7184.400151454198
1400000U,06037229420,2294.2,4611,0.584155039545312,7893.452401932641
1400000U,06037231100,2311,3407,0.8940589554201036,3810.710668849692
1400000U,06037231210,2312.1,4261,0.32068267123021177,13287.278616128004
