GEO_ID,FIPS,Census_Tract_Name,Total population,Area_km2,Population Density
1400000U,06037125310,1253.1,4170,1.05398686471914,3956.406042224441
1400000U,06037125321,1253.21,2840,0.2592673882580879,10953.942256605445
1400000U,06037125322,1253.22,2090,0.373211703713876,5600.038742628247
1400000U,06037125402,1254.02,3821,0.7329760561135769,5212.994296512087
1400000U,06037125403,1254.03,2594,0.16833078902453685,15410.133909738188
1400000U,06037125404,1254.04,3001,0.22945169038189694,13079.005846525548
1400000U,06037125501,1255.01,2969,0.46409490514719537,6397.39839216363
1400000U,06037125502,1255.02,3696,0.5229129456027591,7068.098105201124
1400000U,06037125600,1256,2990,1.0222909931657893,2924.80323116287
1400000U,06037127102,1271.02,5292,0.85926824367156,6158.728707798927
1400000U,06037127103,1271.03,3354,0.2860454686234083,11725.40860773324
1400000U,06037127104,1271.04,4327,0.707802016063496,6113.291431500854
1400000U,06037127210,1272.1,5434,1.5414016416395444,3525.362795267307
1400000U,06037127220,1272.2,4750,0.6529308946690207,7274.889331753612
1400000U,06037127300,1273,4301,1.0592458208204667,4060.436128667987
1400000U,06037127400,1274,5638,2.1816360519923097,2584.2990607215515
1400000U,06037127520,1275.2,4868,0.363716964221226,13384.033407468736
1400000U,06037127603,1276.03,2873,0.43140422941091966,6659.647273099448
1400000U,06037127604,1276.04,3151,0.43453967837550245,7251.3516182913445
1400000U,06037127605,1276.05,3682,0.6486208584326147,5676.659873223185
1400000U,06037127606,1276.06,3218,0.5437133663174348,5918.559666457129
1400000U,06037127711,1277.11,3231,0.9554316103844808,3381.717712584153
1400000U,06037127712,1277.12,4047,0.5700105822243283,7099.8681887756575
1400000U,06037127803,1278.03,5002,0.6408357603809591,7805.432076740613
1400000U,06037127804,1278.04,4433,0.6381337164729742,6946.819899286333
1400000U,06037127805,1278.05,3514,0.6145078078818802,5718.397642679678
1400000U,06037127806,1278.06,3729,0.6831591155067217,5458.464822260445
1400000U,06037127910,1279.1,5072,0.6497845660187345,7805.664008113367
1400000U,06037127920,1279.2,4385,0.648714415260529,6759.522983991266
1400000U,06037128101,1281.01,2823,0.6488955123272,4350.469291851916
1400000U,06037128102,1281.02,4892,0.6488094032406541,7539.96470391086
1400000U,06037128210,1282.1,5000,0.5499525301550726,9091.693784171022
1400000U,06037128220,1282.2,2992,0.5555926585365432,5385.2403447537745
1400000U,06037128302,1283.02,4559,0.6888710117168076,6618.074969707374
1400000U,06037128303,1283.03,3432,0.4139441820792857,8290.972910310513
1400000U,06037128400,1284,4274,1.718135680165143,2487.5800260368223
1400000U,06037128500,1285,4401,0.9737928594370232,4519.441642388239
1400000U,06037128601,1286.01,4842,0.681875478708682,7101.00326407052
1400000U,06037128602,1286.02,2687,1.134347107962432,2368.763477368507
1400000U,06037128703,1287.03,3576,0.8278796642303784,4319.468341240579
1400000U,06037128704,1287.04,2328,0.8329616350947141,2794.8466074734506
1400000U,06037128801,1288.01,3864,0.49211892913377225,7851.760562840801
1400000U,06037128802,1288.02,4317,0.9711666602824778,4445.169069894078
1400000U,06037128910,1289.1,4528,1.3367688529594335,3387.2722198573024
1400000U,06037131021,1310.21,3237,0.5624430739707807,5755.24910840695
1400000U,06037131022,1310.22,2877,0.5042336177771352,5705.688590703204
1400000U,06037131023,1310.23,2655,0.5890222911563713,4507.469479275041
1400000U,06037131024,1310.24,3894,0.8559375074550633,4549.397550737003
1400000U,06037131100,1311,3017,1.1018298472854202,2738.1723298138886
1400000U,06037131200,1312,3681,1.1284228299077843,3262.0750860746184
1400000U,06037131300,1313,4316,1.1180119437725025,3860.4238747544514
1400000U,06037131400,1314,5895,1.1071414399222563,5324.522944795516
1400000U,06037131600,1316,4942,2.190885021257064,2255.7094288610497
1400000U,06037131701,1317.01,4877,0.6596676756909343,7393.116533854478
1400000U,06037131702,1317.02,3669,0.721106010488281,5088.017499002148
1400000U,06037131801,1318.01,2879,0.6563221513649384,4386.565338397628
1400000U,06037131802,1318.02,2337,0.6592631483202258,3544.8667287934654
1400000U,06037131900,1319,3959,1.3182169341402221,3003.299303374653
1400000U,06037132001,1320.01,2714,0.9686498895378379,2801.8379285573483
1400000U,06037132002,1320.02,3585,1.6002153007501372,2240.323535413922
1400000U,06037132101,1321.01,4113,0.8105223115518949,5074.505589025552
1400000U,06037132102,1321.02,4993,1.3714954051905874,3640.5517518348206
1400000U,06037132301,1323.01,3616,0.6309986433471542,5730.598691652969
1400000U,06037132302,1323.02,3176,0.6476029860765934,4904.239276661346
1400000U,06037132501,1325.01,4658,0.7048006502020528,6608.960985868332
1400000U,06037132502,1325.02,3398,0.6248048052099971,5438.498506518257
1400000U,06037132700,1327,4922,1.3213536248169484,3724.9680233645718
1400000U,06037132900,1329,3877,1.1940896487870132,3246.8248962197736
1400000U,06037133000,1330,4096,1.0022319687742276,4086.878215439069
1400000U,06037133101,1331.01,1709,0.6638268970300656,2574.4663370014023
1400000U,06037133102,1331.02,3926,0.8562079019462809,4585.334929840813
1400000U,06037134001,1340.01,3457,0.5835022182761515,5924.570450157092
1400000U,06037134002,1340.02,4024,0.7535351895712482,5340.162019891339
1400000U,06037134101,1341.01,4660,1.06578658539897,4372.35752808388
1400000U,06037134103,1341.03,4172,1.0505374564416665,3971.300570406325
1400000U,06037134104,1341.04,4076,0.647979948697031,6290.318100422844
1400000U,06037134201,1342.01,4062,1.4667562934453438,2769.3762202707494
1400000U,06037134302,1343.02,4411,1.3068734545395246,3375.2311554558364
1400000U,06037134303,1343.03,5455,1.5849589208083743,3441.7295794756587
1400000U,06037134304,1343.04,2863,1.0204416510307202,2805.64792421807
1400000U,06037134305,1343.05,3693,0.3575789267703983,10327.789820710765
1400000U,06037134306,1343.06,3699,0.6198287218407841,5967.777661245852
1400000U,06037134421,1344.21,4401,2.134568976402831,2061.774554325507
1400000U,06037134422,1344.22,5079,2.348212010496777,2162.9222477767285
1400000U,06037134423,1344.23,3417,1.5670429666439534,2180.540082648783
1400000U,06037134424,1344.24,2835,3.713066797524249,763.51979498195
1400000U,06037134520,1345.2,5178,0.967230102933828,5353.431395790881
1400000U,06037134521,1345.21,2736,0.35178676705258716,7777.438653884916
1400000U,06037134522,1345.22,4521,0.6152923451966887,7347.726711202274
1400000U,06037134710,1347.1,5304,0.5706295038132475,9294.997830564093
1400000U,06037134720,1347.2,5545,0.9895351363404823,5603.641342647645
1400000U,06037134801,1348.01,2951,0.9242205095487885,3192.9609541349614
1400000U,06037134802,1348.02,3123,0.9501899041649051,3286.711410330881
1400000U,06037134901,1349.01,2469,1.0620230626818905,2324.808270891141
1400000U,06037134904,1349.04,4866,1.0397587103858594,4679.9319413195435
1400000U,06037134905,1349.05,6046,2.5867374582541163,2337.3071668744715
1400000U,06037134906,1349.06,2933,0.17478804901706108,16780.323463154564
1400000U,06037134907,1349.07,3854,0.39149533824301974,9844.306236943336
1400000U,06037135102,1351.02,3848,1.6684654989966718,2306.310800141799
1400000U,06037135111,1351.11,3807,1.039697121245866,3661.643301885921
1400000U,06037135113,1351.13,2980,0.6435877598010451,4630.29315678909
1400000U,06037135115,1351.15,3921,0.33352536039211983,11756.227458656067
1400000U,06037135116,1351.16,1507,0.9364716579750649,1609.2318301000053
1400000U,06037135201,1352.01,2999,1.5317940340338663,1957.8350178727067
1400000U,06037135202,1352.02,4745,1.7625973509093356,2692.0498873733263
1400000U,06037135204,1352.04,4665,1.8575301318583783,2511.3993684360157
1400000U,06037135205,1352.05,1874,2.648505464323219,707.5688629847208
1400000U,06037137000,1370,4823,3.0109676214929473,1601.810649032679
1400000U,06037137103,1371.03,5100,0.7597166586623122,6713.029050830525
1400000U,06037137104,1371.04,2233,2.564755564075373,870.6482720137991
1400000U,06037137202,1372.02,3368,0.8700132075974364,3871.2055984768526
1400000U,06037137203,1372.03,2595,1.1241743545184884,2308.3607890268077
1400000U,06037137301,1373.01,2182,1.6096847303142245,1355.5449454838615
1400000U,06037137302,1373.02,4564,2.4468870363422277,1865.2270955763352
1400000U,06037137401,1374.01,4673,2.3775970257589645,1965.4297803086747
1400000U,06037137402,1374.02,5905,3.0822559633136173,1915.8045503955345
1400000U,06037137501,1375.01,5495,2.5144130608953903,2185.4006747973276
1400000U,06037137502,1375.02,4582,2.0902195444153397,2192.114226585534
1400000U,06037137504,1375.04,1889,3.837561354298587,492.23968703042755
1400000U,06037138000,1380,4777,4.472198942954156,1068.1546283905932
1400000U,06037139001,1390.01,5515,1.2397886772124465,4448.338738179141
1400000U,06037139200,1392,5758,1.152026915311632,4998.147112250774
1400000U,06037139301,1393.01,4137,2.865655655761624,1443.6486783337834
1400000U,06037139302,1393.02,5001,0.3382872597465278,14783.293948897615
1400000U,06037139303,1393.03,4807,0.415570984979113,11567.217572327878
1400000U,06037139401,1394.01,2431,0.9072582743791519,2679.501602411467
1400000U,06037139402,1394.02,2834,2.44389044403889,1159.6264500778504
1400000U,06037139502,1395.02,3315,1.047552514583223,3164.5191566543076
1400000U,06037139504,1395.04,3764,0.2890667428873659,13021.214278761334
1400000U,06037139505,1395.05,2512,0.16922310714303257,14844.308454144979
1400000U,06037139506,1395.06,3109,0.1824994435365541,17035.66838206428
1400000U,06037139600,1396,5164,2.4774826915067507,2084.3737951038393
1400000U,06037139701,1397.01,5635,3.3988069527402587,1657.9347042516874
1400000U,06037139703,1397.03,2554,4.728892216218698,540.0842064533713
1400000U,06037139704,1397.04,2871,6.351225783796963,452.0387241348592
1400000U,06037139705,1397.05,4011,3.0435105526578488,1317.8860170198056
1400000U,06037139801,1398.01,3514,3.66676337733778,958.3383595783886
1400000U,06037139802,1398.02,3832,6.076217571065902,630.6554949986399
1400000U,06037141101,1411.01,4691,0.7591225806172076,6179.502651845719
1400000U,06037141102,1411.02,2959,0.7789055620438926,3798.920105584322
1400000U,06037141201,1412.01,3954,0.7010495819916192,5640.114624656133
1400000U,06037141202,1412.02,3111,0.7001745986038634,4443.177467739165
1400000U,06037141303,1413.03,3055,0.26275809439577597,11626.663707639947
1400000U,06037141304,1413.04,2947,0.7122352018257989,4137.678104712364
1400000U,06037141305,1413.05,2913,0.6912052475332694,4214.377727014855
1400000U,06037141306,1413.06,3222,0.599115375215618,5377.929082258024
1400000U,06037141400,1414,5021,1.9823892838249744,2532.8022306053313
1400000U,06037141500,1415,2887,3.275160591800626,881.4834934285705
1400000U,06037141600,1416,4035,3.905302011627755,1033.2107447736637
1400000U,06037141700,1417,3086,3.2441047438569153,951.2639830275812
1400000U,06037143101,1431.01,2216,1.3688790634774037,1618.8427883253835
1400000U,06037143102,1431.02,2174,0.3912048126551214,5557.19134753221
1400000U,06037143200,1432,4215,0.9570955387522633,4403.94906186165
1400000U,06037143301,1433.01,3273,0.5803424399609929,5639.7736485031
1400000U,06037143302,1433.02,3301,1.0366434389734835,3184.315721197978
1400000U,06037143401,1434.01,5300,1.1091403863341462,4778.4753537982615
1400000U,06037143402,1434.02,1959,0.648182878272954,3022.295197336349
1400000U,06037143500,1435,5325,1.2381873292959937,4300.641650910512
1400000U,06037143602,1436.02,4816,1.2199811471784245,3947.6019864228697
1400000U,06037143603,1436.03,2452,0.5254651665133918,4666.341664985531
1400000U,06037143605,1436.05,1899,0.32931809171940246,5766.461204986135
1400000U,06037143606,1436.06,1759,0.24335212757897412,7228.208840825353
1400000U,06037143700,1437,3380,3.2875470641322964,1028.1221634441013
1400000U,06037143801,1438.01,3201,1.4313998583574146,2236.272402369292
1400000U,06037143802,1438.02,2273,1.1647322319801747,1951.521506480203
1400000U,06037143901,1439.01,4055,5.293561780342831,766.0248747937317
1400000U,06037143902,1439.02,3167,2.5269873234790037,1253.271027746932
1400000U,06037181000,1810,5588,4.138415750307316,1350.275162563123
1400000U,06037181300,1813,4053,1.4410524105725673,2812.52782359917
1400000U,06037181400,1814,4463,0.8791844503716366,5076.295421414087
1400000U,06037181500,1815,4014,1.0943511951992475,3667.926729196997
1400000U,06037181600,1816,4208,1.250034802199554,3366.3062761097754
1400000U,06037183101,1831.01,2962,0.96795540193939,3060.058339532331
